@relation recipes
@attribute "ausbauf" numeric
@attribute "kostenlo" numeric
@attribute "magazin" numeric
@attribute "rezepte" numeric
@attribute "sammlung" numeric
@attribute "foren" numeric
@attribute "gruppen" numeric
@attribute "user" numeric
@attribute "chefkoch" numeric
@attribute "de" numeric
@attribute "aktuell" numeric
@attribute "artikel" numeric
@attribute "print" numeric
@attribute "abo" numeric
@attribute "partnerm" numeric
@attribute "aeg" numeric
@attribute "perfekt" numeric
@attribute "form" numeric
@attribute "funktion" numeric
@attribute "philadel" numeric
@attribute italian {1,0}
@data
{ 0 6.644115859317866e-7,1 0.0000019932347577953597,2 0.0000026576463437271463,3 0.000016610289648294663,4 0.0000013288231718635731,5 0.0000019932347577953597,6 0.0000019932347577953597,7 0.0000019932347577953597,8 0.000012623820132703944,9 0.000007972939031181439,10 0.0000039864695155907194,11 6.644115859317866e-7,12 0.0000013288231718635731,13 0.0000013288231718635731,14 6.644115859317866e-7,15 6.644115859317866e-7,16 0.0000019932347577953597,17 6.644115859317866e-7,18 6.644115859317866e-7,19 0.0000013288231718635731,20 1}
{ 0 0.0000011508243119720335,1 0.0000034524729359161006,2 0.000004603297247888134,3 0.00002646895917535677,4 0.000002301648623944067,5 0.0000034524729359161006,6 0.0000034524729359161006,7 0.0000034524729359161006,8 0.0000207148376154966,9 0.000013809891743664402,10 0.000006904945871832201,11 0.0000011508243119720335,12 0.000002301648623944067,13 0.000002301648623944067,14 0.0000011508243119720335,15 0.0000011508243119720335,16 0.0000034524729359161006,17 0.0000011508243119720335,18 0.0000011508243119720335,19 0.000002301648623944067,20 1}
{ 0 3.162250478232191e-7,1 9.486751434696574e-7,2 0.0000012649001912928764,3 0.000007589401147757259,4 6.324500956464382e-7,5 9.486751434696574e-7,6 9.486751434696574e-7,7 0.0000012649001912928764,8 0.000006008275908641163,9 0.0000041109256217018485,10 0.0000018973502869393148,11 3.162250478232191e-7,12 6.324500956464382e-7,13 6.324500956464382e-7,14 3.162250478232191e-7,15 3.162250478232191e-7,16 0.0000022135753347625337,17 9.486751434696574e-7,18 6.324500956464382e-7,19 6.324500956464382e-7,20 0}
{ 0 3.8377776701765297e-7,1 0.000001151333301052959,2 0.0000015351110680706119,3 0.000009210666408423671,4 7.675555340353059e-7,5 0.000001151333301052959,6 0.000001151333301052959,7 0.000001151333301052959,8 0.0000069079998063177535,9 0.000005372888738247142,10 0.000002302666602105918,11 3.8377776701765297e-7,12 7.675555340353059e-7,13 7.675555340353059e-7,14 3.8377776701765297e-7,15 3.8377776701765297e-7,16 0.000002302666602105918,17 3.8377776701765297e-7,18 0.0000015351110680706119,19 7.675555340353059e-7,20 0}
{ 0 6.403848938944009e-7,1 0.000001921154681683203,2 0.0000025615395755776037,3 0.000014728852559571221,4 0.0000012807697877888018,5 0.000001921154681683203,6 0.000001921154681683203,7 0.000001921154681683203,8 0.000012167312983993617,9 0.000007684618726732812,10 0.000003842309363366406,11 6.403848938944009e-7,12 0.0000012807697877888018,13 0.0000012807697877888018,14 6.403848938944009e-7,15 6.403848938944009e-7,16 0.000003201924469472005,17 6.403848938944009e-7,18 6.403848938944009e-7,19 0.0000012807697877888018,20 0}
{ 0 5.413109988938947e-7,1 0.0000016239329966816841,2 0.000002165243995575579,3 0.000011908841975665684,4 0.0000010826219977877894,5 0.0000016239329966816841,6 0.0000016239329966816841,7 0.0000016239329966816841,8 0.000009743597980090105,9 0.000006495731986726737,10 0.0000032478659933633683,11 5.413109988938947e-7,12 0.0000010826219977877894,13 0.0000010826219977877894,14 5.413109988938947e-7,15 5.413109988938947e-7,16 0.000002165243995575579,17 5.413109988938947e-7,18 0.0000016239329966816841,19 0.0000010826219977877894,20 1}
{ 0 9.201712950444468e-7,1 0.0000027605138851333403,2 0.0000036806851801777873,3 0.00002024376849097783,4 0.0000018403425900888937,5 0.0000027605138851333403,6 0.0000027605138851333403,7 0.0000027605138851333403,8 0.000016563083310800042,9 0.000011042055540533361,10 0.000005521027770266681,11 9.201712950444468e-7,12 0.0000018403425900888937,13 0.0000018403425900888937,14 9.201712950444468e-7,15 9.201712950444468e-7,16 0.0000027605138851333403,17 9.201712950444468e-7,18 9.201712950444468e-7,19 0.0000027605138851333403,20 0}
{ 0 2.9108404267927313e-7,1 8.732521280378193e-7,2 0.0000011643361707170925,3 0.00000640384893894401,4 5.821680853585463e-7,5 8.732521280378193e-7,6 8.732521280378193e-7,7 8.732521280378193e-7,8 0.000005821680853585463,9 0.0000037840925548305507,10 0.0000017465042560756387,11 2.9108404267927313e-7,12 5.821680853585463e-7,13 5.821680853585463e-7,14 2.9108404267927313e-7,15 2.9108404267927313e-7,16 0.0000026197563841134584,17 2.9108404267927313e-7,18 5.821680853585463e-7,19 5.821680853585463e-7,20 0}
{ 0 5.012833802581821e-7,1 0.0000015038501407745463,2 0.0000020051335210327285,3 0.00001203080112619637,4 0.0000010025667605163643,5 0.0000015038501407745463,6 0.0000015038501407745463,7 0.0000015038501407745463,8 0.000009524384224905461,9 0.000006516683943356368,10 0.0000030077002815490926,11 5.012833802581821e-7,12 0.0000010025667605163643,13 0.0000010025667605163643,14 5.012833802581821e-7,15 5.012833802581821e-7,16 0.0000030077002815490926,17 5.012833802581821e-7,18 5.012833802581821e-7,19 0.0000010025667605163643,20 0}
{ 0 4.989773037532566e-7,1 0.0000014969319112597698,2 0.0000019959092150130264,3 0.000011476477986324903,4 9.979546075065132e-7,5 0.0000014969319112597698,6 0.0000014969319112597698,7 0.0000014969319112597698,8 0.000008981591467558618,9 0.000005987727645039079,10 0.0000029938638225195396,11 4.989773037532566e-7,12 9.979546075065132e-7,13 9.979546075065132e-7,14 4.989773037532566e-7,15 4.989773037532566e-7,16 0.000004490795733779309,17 9.979546075065132e-7,18 4.989773037532566e-7,19 9.979546075065132e-7,20 1}
{ 0 5.021536639044637e-7,1 0.000001506460991713391,2 0.0000020086146556178547,3 0.0000110473806058982,4 0.0000010043073278089273,5 0.000001506460991713391,6 0.000001506460991713391,7 0.000001506460991713391,8 0.00000954091961418481,9 0.000006025843966853564,10 0.000003012921983426782,11 5.021536639044637e-7,12 0.0000010043073278089273,13 0.0000010043073278089273,14 5.021536639044637e-7,15 5.021536639044637e-7,16 0.0000025107683195223183,17 0.0000035150756473312457,18 5.021536639044637e-7,19 0.0000010043073278089273,20 0}
{ 0 4.0547735104061367e-7,1 0.0000012164320531218408,2 0.0000016219094041624547,3 0.000009731456424974727,4 8.109547020812273e-7,5 0.0000012164320531218408,6 0.0000012164320531218408,7 0.0000012164320531218408,8 0.000007298592318731046,9 0.000004865728212487363,10 0.0000024328641062436817,11 4.0547735104061367e-7,12 8.109547020812273e-7,13 8.109547020812273e-7,14 4.0547735104061367e-7,15 4.0547735104061367e-7,16 0.0000020273867552030683,17 4.0547735104061367e-7,18 0.0000032438188083249094,19 8.109547020812273e-7,20 1}
{ 0 4.799344752361246e-7,1 0.0000014398034257083739,2 0.0000019197379009444983,3 0.000011518427405666991,4 9.598689504722492e-7,5 0.0000014398034257083739,6 0.0000014398034257083739,7 0.0000014398034257083739,8 0.000008638820554250243,9 0.0000057592137028334955,10 0.0000028796068514167477,11 4.799344752361246e-7,12 9.598689504722492e-7,13 9.598689504722492e-7,14 4.799344752361246e-7,15 4.799344752361246e-7,16 0.0000019197379009444983,17 4.799344752361246e-7,18 4.799344752361246e-7,19 9.598689504722492e-7,20 1}
{ 0 5.095252678960149e-7,1 0.0000015285758036880445,2 0.0000020381010715840595,3 0.000012738131697400371,4 0.0000010190505357920297,5 0.0000015285758036880445,6 0.0000015285758036880445,7 0.0000015285758036880445,8 0.000009171454822128267,9 0.000006114303214752178,10 0.000003057151607376089,11 5.095252678960149e-7,12 0.0000010190505357920297,13 0.0000010190505357920297,14 5.095252678960149e-7,15 5.095252678960149e-7,16 0.000006114303214752178,17 5.095252678960149e-7,18 5.095252678960149e-7,19 0.0000010190505357920297,20 0}
{ 0 7.159418574479483e-7,1 0.0000021478255723438446,2 0.000002863767429791793,3 0.00001646666272130281,4 0.0000014318837148958966,5 0.0000021478255723438446,6 0.0000021478255723438446,7 0.0000021478255723438446,8 0.000012886953434063067,9 0.000008591302289375378,10 0.000004295651144687689,11 7.159418574479483e-7,12 0.0000014318837148958966,13 0.0000014318837148958966,14 7.159418574479483e-7,15 7.159418574479483e-7,16 0.0000021478255723438446,17 7.159418574479483e-7,18 7.159418574479483e-7,19 0.0000014318837148958966,20 1}
{ 0 6.46588324312156e-7,1 0.000001939764972936468,2 0.000002586353297248624,3 0.0000161647081078039,4 0.000001293176648624312,5 0.000001939764972936468,6 0.000001939764972936468,7 0.000001939764972936468,8 0.000011638589837618807,9 0.000007759059891745871,10 0.000003879529945872936,11 6.46588324312156e-7,12 0.000001293176648624312,13 0.000001293176648624312,14 6.46588324312156e-7,15 6.46588324312156e-7,16 0.000001939764972936468,17 6.46588324312156e-7,18 6.46588324312156e-7,19 0.000001293176648624312,20 1}
{ 0 9.3403824674587e-7,1 0.0000028021147402376105,2 0.00000373615298698348,3 0.000022416917921900884,4 0.00000186807649349174,5 0.0000028021147402376105,6 0.0000028021147402376105,7 0.0000028021147402376105,8 0.00001681268844142566,9 0.000011208458960950442,10 0.000005604229480475221,11 9.3403824674587e-7,12 0.00000186807649349174,13 0.00000186807649349174,14 9.3403824674587e-7,15 0.00000186807649349174,16 0.0000028021147402376105,17 9.3403824674587e-7,18 9.3403824674587e-7,19 0.00000186807649349174,20 0}
{ 0 4.0153703434840966e-7,1 0.000001204611103045229,2 0.0000016061481373936386,3 0.000009636888824361832,4 8.030740686968193e-7,5 0.000001204611103045229,6 0.000001204611103045229,7 0.000001204611103045229,8 0.000007227666618271373,9 0.000004818444412180916,10 0.000002409222206090458,11 4.0153703434840966e-7,12 8.030740686968193e-7,13 8.030740686968193e-7,14 4.0153703434840966e-7,15 4.0153703434840966e-7,16 0.0000036138333091356867,17 8.030740686968193e-7,18 4.0153703434840966e-7,19 8.030740686968193e-7,20 1}
{ 0 9.760647145409599e-7,1 0.0000029281941436228795,2 0.0000039042588581638396,3 0.000025377682578064957,4 0.0000019521294290819198,5 0.0000029281941436228795,6 0.0000029281941436228795,7 0.0000029281941436228795,8 0.000017569164861737276,9 0.000011712776574491518,10 0.000005856388287245759,11 9.760647145409599e-7,12 0.0000019521294290819198,13 0.0000019521294290819198,14 9.760647145409599e-7,15 9.760647145409599e-7,16 0.0000029281941436228795,17 0.0000019521294290819198,18 9.760647145409599e-7,19 0.0000019521294290819198,20 1}
{ 0 5.784810208179422e-7,1 0.0000017354430624538266,2 0.0000023139240832717686,3 0.000012726582457994728,4 0.0000011569620416358843,5 0.0000017354430624538266,6 0.0000017354430624538266,7 0.0000017354430624538266,8 0.000010412658374722959,9 0.000008098734291451192,10 0.000003470886124907653,11 5.784810208179422e-7,12 0.0000011569620416358843,13 0.0000011569620416358843,14 5.784810208179422e-7,15 5.784810208179422e-7,16 0.0000023139240832717686,17 5.784810208179422e-7,18 5.784810208179422e-7,19 0.0000011569620416358843,20 1}
{ 0 5.039033282386255e-7,1 0.0000015117099847158767,2 0.000002015613312954502,3 0.000013101486534204266,4 0.000001007806656477251,5 0.0000015117099847158767,6 0.0000015117099847158767,7 0.0000015117099847158767,8 0.000009574163236533886,9 0.000006550743267102133,10 0.0000030234199694317535,11 5.039033282386255e-7,12 0.000001007806656477251,13 0.000001007806656477251,14 5.039033282386255e-7,15 5.039033282386255e-7,16 0.0000030234199694317535,17 5.039033282386255e-7,18 5.039033282386255e-7,19 0.000001007806656477251,20 1}
{ 0 9.221270257459226e-7,1 0.000002766381077237768,2 0.0000036885081029836906,3 0.000022131048617902143,4 0.0000018442540514918453,5 0.000002766381077237768,6 0.000002766381077237768,7 0.000002766381077237768,8 0.00001659828646342661,9 0.000011065524308951071,10 0.000005532762154475536,11 9.221270257459226e-7,12 0.0000018442540514918453,13 0.0000018442540514918453,14 9.221270257459226e-7,15 9.221270257459226e-7,16 0.0000036885081029836906,17 9.221270257459226e-7,18 9.221270257459226e-7,19 0.0000018442540514918453,20 0}
{ 0 4.5814230793395626e-7,1 0.000001374426923801869,2 0.000001832569231735825,3 0.000010079130774547039,4 9.162846158679125e-7,5 0.000001374426923801869,6 0.000001374426923801869,7 0.000001374426923801869,8 0.000009162846158679126,9 0.000005955850003141432,10 0.000002748853847603738,11 4.5814230793395626e-7,12 9.162846158679125e-7,13 9.162846158679125e-7,14 4.5814230793395626e-7,15 4.5814230793395626e-7,16 0.000001832569231735825,17 9.162846158679125e-7,18 4.5814230793395626e-7,19 9.162846158679125e-7,20 0}
{ 0 9.048191149394299e-7,1 0.0000027144573448182896,2 0.0000036192764597577197,3 0.000020810839643606886,4 0.0000018096382298788599,5 0.0000027144573448182896,6 0.0000027144573448182896,7 0.0000027144573448182896,8 0.00001628674406890974,9 0.000010857829379273158,10 0.000005428914689636579,11 9.048191149394299e-7,12 0.0000018096382298788599,13 0.0000018096382298788599,14 9.048191149394299e-7,15 9.048191149394299e-7,16 0.0000027144573448182896,17 9.048191149394299e-7,18 9.048191149394299e-7,19 0.0000018096382298788599,20 1}
{ 0 5.211540728089569e-7,1 0.0000015634622184268708,2 0.0000020846162912358278,3 0.000012507697747414967,4 0.0000010423081456179139,5 0.0000015634622184268708,6 0.0000015634622184268708,7 0.0000015634622184268708,8 0.000009901927383370181,9 0.00000677500294651644,10 0.0000031269244368537417,11 5.211540728089569e-7,12 0.0000010423081456179139,13 0.0000010423081456179139,14 5.211540728089569e-7,15 5.211540728089569e-7,16 0.0000026057703640447845,17 5.211540728089569e-7,18 5.211540728089569e-7,19 0.0000010423081456179139,20 1}
{ 0 8.46557591440891e-7,1 0.000002539672774322673,2 0.000003386230365763564,3 0.000021163939786022274,4 0.000001693115182881782,5 0.000002539672774322673,6 0.000002539672774322673,7 0.000002539672774322673,8 0.000015238036645936039,9 0.000010158691097290692,10 0.000005079345548645346,11 8.46557591440891e-7,12 0.000001693115182881782,13 0.000001693115182881782,14 8.46557591440891e-7,15 8.46557591440891e-7,16 0.000002539672774322673,17 8.46557591440891e-7,18 8.46557591440891e-7,19 0.000001693115182881782,20 0}
{ 0 4.86390992840198e-7,1 0.000001459172978520594,2 0.000001945563971360792,3 0.000012159774821004952,4 0.000001459172978520594,5 0.000001459172978520594,6 0.000001459172978520594,7 0.000001945563971360792,8 0.000009241428863963761,9 0.000005836691914082376,10 0.000002918345957041188,11 4.86390992840198e-7,12 9.72781985680396e-7,13 9.72781985680396e-7,14 4.86390992840198e-7,15 4.86390992840198e-7,16 0.0000024319549642009898,17 4.86390992840198e-7,18 4.86390992840198e-7,19 0.000001945563971360792,20 0}
{ 0 0.000001131318815158948,1 0.0000033939564454768447,2 0.000004525275260635792,3 0.000024889013933496858,4 0.000002262637630317896,5 0.0000033939564454768447,6 0.0000033939564454768447,7 0.0000033939564454768447,8 0.00002036373867286107,9 0.000013575825781907379,10 0.0000067879128909536894,11 0.000001131318815158948,12 0.000002262637630317896,13 0.000002262637630317896,14 0.000001131318815158948,15 0.000001131318815158948,16 0.000004525275260635792,17 0.000001131318815158948,18 0.000001131318815158948,19 0.000002262637630317896,20 1}
{ 0 3.861689057529654e-7,1 0.0000011585067172588962,2 0.0000015446756230118616,3 0.0000100403915495771,4 7.723378115059308e-7,5 0.0000011585067172588962,6 0.0000011585067172588962,7 0.0000011585067172588962,8 0.000006951040303553378,9 0.000004634026869035585,10 0.0000023170134345177923,11 3.861689057529654e-7,12 7.723378115059308e-7,13 7.723378115059308e-7,14 3.861689057529654e-7,15 3.861689057529654e-7,16 0.0000015446756230118616,17 0.0000011585067172588962,18 3.861689057529654e-7,19 7.723378115059308e-7,20 1}
{ 0 5.376217665594258e-7,1 0.0000016128652996782774,2 0.000002150487066237703,3 0.000012902922397426219,4 0.0000010752435331188516,5 0.0000016128652996782774,6 0.0000016128652996782774,7 0.0000016128652996782774,8 0.000009677191798069664,9 0.0000064514611987131095,10 0.0000032257305993565547,11 5.376217665594258e-7,12 0.0000010752435331188516,13 0.0000010752435331188516,14 5.376217665594258e-7,15 5.376217665594258e-7,16 0.0000032257305993565547,17 5.376217665594258e-7,18 5.376217665594258e-7,19 0.0000010752435331188516,20 0}
{ 0 0.0000010293256598184024,1 0.0000030879769794552073,2 0.00000411730263927361,3 0.000023674490175823255,4 0.000002058651319636805,5 0.0000030879769794552073,6 0.0000030879769794552073,7 0.0000030879769794552073,8 0.000018527861876731246,9 0.00001235190791782083,10 0.000006175953958910415,11 0.0000010293256598184024,12 0.000002058651319636805,13 0.000002058651319636805,14 0.0000010293256598184024,15 0.0000010293256598184024,16 0.0000030879769794552073,17 0.0000010293256598184024,18 0.0000010293256598184024,19 0.000002058651319636805,20 0}
{ 0 0.0000011432431241461308,1 0.0000034297293724383923,2 0.000004572972496584523,3 0.00002629459185536101,4 0.0000022864862482922617,5 0.0000034297293724383923,6 0.0000034297293724383923,7 0.0000034297293724383923,8 0.000020578376234630353,9 0.000013718917489753569,10 0.0000068594587448767845,11 0.0000011432431241461308,12 0.0000022864862482922617,13 0.0000022864862482922617,14 0.0000011432431241461308,15 0.0000011432431241461308,16 0.0000034297293724383923,17 0.0000011432431241461308,18 0.0000011432431241461308,19 0.0000022864862482922617,20 0}
{ 0 0.000001337013145187848,1 0.000004011039435563544,2 0.000005348052580751392,3 0.00003208831548450835,4 0.000002674026290375696,5 0.000004011039435563544,6 0.000004011039435563544,7 0.000004011039435563544,8 0.000024066236613381262,9 0.000016044157742254176,10 0.000008022078871127088,11 0.000001337013145187848,12 0.000002674026290375696,13 0.000002674026290375696,14 0.000001337013145187848,15 0.000001337013145187848,16 0.000005348052580751392,17 0.000001337013145187848,18 0.000001337013145187848,19 0.000002674026290375696,20 0}
{ 0 8.498741735816977e-7,1 0.0000025496225207450926,2 0.0000033994966943267907,3 0.00002039698016596074,4 0.0000016997483471633954,5 0.0000025496225207450926,6 0.0000025496225207450926,7 0.0000025496225207450926,8 0.000016147609298052255,9 0.000011048364256562069,10 0.000005099245041490185,11 8.498741735816977e-7,12 0.0000016997483471633954,13 0.0000016997483471633954,14 8.498741735816977e-7,15 8.498741735816977e-7,16 0.0000025496225207450926,17 0.0000016997483471633954,18 8.498741735816977e-7,19 0.0000016997483471633954,20 0}
