@relation recipes
@attribute "ausbauf" numeric
@attribute "kostenlo" numeric
@attribute "magazin" numeric
@attribute "rezepte" numeric
@attribute "sammlung" numeric
@attribute "foren" numeric
@attribute "gruppen" numeric
@attribute "user" numeric
@attribute "chefkoch" numeric
@attribute "de" numeric
@attribute "aktuell" numeric
@attribute "artikel" numeric
@attribute "print" numeric
@attribute "abo" numeric
@attribute "partnerm" numeric
@attribute "aeg" numeric
@attribute "perfekt" numeric
@attribute "form" numeric
@attribute "funktion" numeric
@attribute "philadel" numeric
@attribute "ideen" numeric
@attribute "wmf" numeric
@attribute "leben" numeric
@attribute "schmeckt" numeric
@attribute "sch" numeric
@attribute "rubrik" numeric
@attribute "saisonal" numeric
@attribute "backen" numeric
@attribute "chenger" numeric
@attribute "te" numeric
@attribute "zubeh" numeric
@attribute "reis" numeric
@attribute "pasta" numeric
@attribute "co" numeric
@attribute "fleisch" numeric
@attribute "fisch" numeric
@attribute "obst" numeric
@attribute "gem" numeric
@attribute "se" numeric
@attribute "regional" numeric
@attribute italian {1,0}
@data
{ 0 5.931110944818273e-7,1 0.0000017793332834454817,2 0.000002372444377927309,3 0.000014827777362045683,4 0.0000011862221889636545,5 0.0000017793332834454817,6 0.0000017793332834454817,7 0.0000017793332834454817,8 0.00001067599970067289,9 0.000007117333133781927,10 0.0000035586665668909634,11 5.931110944818273e-7,12 0.0000011862221889636545,13 0.0000011862221889636545,14 5.931110944818273e-7,15 5.931110944818273e-7,16 0.000004744888755854618,17 5.931110944818273e-7,18 5.931110944818273e-7,19 0.0000011862221889636545,20 5.931110944818273e-7,21 5.931110944818273e-7,22 0.0000011862221889636545,23 0.000004151777661372791,24 0.0000011862221889636545,25 5.931110944818273e-7,26 5.931110944818273e-7,27 0.0000017793332834454817,28 5.931110944818273e-7,29 0.0000011862221889636545,30 5.931110944818273e-7,31 5.931110944818273e-7,32 0.0000029655554724091363,33 0.0000011862221889636545,34 5.931110944818273e-7,35 0.0000017793332834454817,36 5.931110944818273e-7,37 0.0000011862221889636545,38 0.0000011862221889636545,39 5.931110944818273e-7,40 1}
{ 0 0.0000013579366685867187,1 0.000004073810005760157,2 0.000005431746674346875,3 0.00002987460670890781,4 0.0000027158733371734375,5 0.000004073810005760157,6 0.000004073810005760157,7 0.000004073810005760157,8 0.000024442860034560936,9 0.000016295240023040627,10 0.000008147620011520313,11 0.0000013579366685867187,12 0.0000027158733371734375,13 0.0000027158733371734375,14 0.0000013579366685867187,15 0.0000013579366685867187,16 0.000005431746674346875,17 0.0000013579366685867187,18 0.0000013579366685867187,19 0.0000027158733371734375,20 0.0000013579366685867187,21 0.0000013579366685867187,22 0.0000013579366685867187,23 0.0000027158733371734375,24 0.0000013579366685867187,25 0.0000013579366685867187,26 0.0000013579366685867187,27 0.000004073810005760157,28 0.0000013579366685867187,29 0.0000027158733371734375,30 0.0000013579366685867187,31 0.0000013579366685867187,32 0.0000013579366685867187,33 0.000004073810005760157,34 0.0000013579366685867187,35 0.0000013579366685867187,36 0.0000013579366685867187,37 0.0000013579366685867187,38 0.0000027158733371734375,39 0.0000013579366685867187,40 0}
{ 0 0.0000010983816850973585,1 0.0000032951450552920757,2 0.000004393526740389434,3 0.000024164397072141888,4 0.000002196763370194717,5 0.0000032951450552920757,6 0.0000032951450552920757,7 0.0000032951450552920757,8 0.000019770870331752453,9 0.000013180580221168303,10 0.000006590290110584151,11 0.0000010983816850973585,12 0.000002196763370194717,13 0.000002196763370194717,14 0.0000010983816850973585,15 0.0000010983816850973585,16 0.000004393526740389434,17 0.0000010983816850973585,18 0.0000010983816850973585,19 0.0000032951450552920757,20 0.0000010983816850973585,21 0.0000010983816850973585,22 0.0000010983816850973585,23 0.000002196763370194717,24 0.000006590290110584151,25 0.0000010983816850973585,26 0.0000010983816850973585,27 0.0000032951450552920757,28 0.0000010983816850973585,29 0.000002196763370194717,30 0.0000010983816850973585,31 0.0000010983816850973585,32 0.000005491908425486793,33 0.000002196763370194717,34 0.000005491908425486793,35 0.0000010983816850973585,36 0.0000010983816850973585,37 0.000002196763370194717,38 0.000006590290110584151,39 0.0000010983816850973585,40 1}
{ 0 4.6229170550181846e-7,1 0.0000013868751165054554,2 0.0000018491668220072738,3 0.000010632709226541825,4 0.0000013868751165054554,5 0.0000013868751165054554,6 0.0000013868751165054554,7 0.0000013868751165054554,8 0.000008783542404534551,9 0.00000600979217152364,10 0.000002773750233010911,11 4.6229170550181846e-7,12 9.245834110036369e-7,13 9.245834110036369e-7,14 4.6229170550181846e-7,15 4.6229170550181846e-7,16 0.0000032360419385127293,17 4.6229170550181846e-7,18 4.6229170550181846e-7,19 9.245834110036369e-7,20 9.245834110036369e-7,21 4.6229170550181846e-7,22 4.6229170550181846e-7,23 0.0000064720838770254585,24 0.0000041606253495163665,25 4.6229170550181846e-7,26 4.6229170550181846e-7,27 0.0000013868751165054554,28 4.6229170550181846e-7,29 0.0000013868751165054554,30 4.6229170550181846e-7,31 9.245834110036369e-7,32 0.0000018491668220072738,33 4.6229170550181846e-7,34 9.245834110036369e-7,35 4.6229170550181846e-7,36 4.6229170550181846e-7,37 9.245834110036369e-7,38 0.00000924583411003637,39 4.6229170550181846e-7,40 1}
{ 0 6.958472584016947e-7,1 0.000002087541775205084,2 0.0000027833890336067786,3 0.000017396181460042367,4 0.0000013916945168033893,5 0.000002087541775205084,6 0.000002087541775205084,7 0.000002087541775205084,8 0.000012525250651230504,9 0.000008350167100820336,10 0.000004175083550410168,11 6.958472584016947e-7,12 0.0000013916945168033893,13 0.0000013916945168033893,14 6.958472584016947e-7,15 6.958472584016947e-7,16 0.000002087541775205084,17 6.958472584016947e-7,18 6.958472584016947e-7,19 0.0000013916945168033893,20 6.958472584016947e-7,21 6.958472584016947e-7,22 6.958472584016947e-7,23 0.000006262625325615252,24 0.0000034792362920084733,25 6.958472584016947e-7,26 6.958472584016947e-7,27 0.000002087541775205084,28 6.958472584016947e-7,29 0.000002087541775205084,30 6.958472584016947e-7,31 6.958472584016947e-7,32 6.958472584016947e-7,33 0.0000013916945168033893,34 0.0000013916945168033893,35 0.0000013916945168033893,36 6.958472584016947e-7,37 0.0000034792362920084733,38 0.000004175083550410168,39 6.958472584016947e-7,40 1}
{ 0 8.311508919798019e-7,1 0.000002493452675939406,2 0.0000033246035679192076,3 0.000019116470515535443,4 0.0000016623017839596038,5 0.000002493452675939406,6 0.000002493452675939406,7 0.000002493452675939406,8 0.000014960716055636435,9 0.000009973810703757624,10 0.000004986905351878812,11 8.311508919798019e-7,12 0.0000016623017839596038,13 0.0000016623017839596038,14 8.311508919798019e-7,15 8.311508919798019e-7,16 0.00000415575445989901,17 0.0000016623017839596038,18 8.311508919798019e-7,19 0.0000016623017839596038,20 8.311508919798019e-7,21 8.311508919798019e-7,22 8.311508919798019e-7,23 0.00000415575445989901,24 0.0000016623017839596038,25 8.311508919798019e-7,26 8.311508919798019e-7,27 0.000002493452675939406,28 8.311508919798019e-7,29 0.0000016623017839596038,30 8.311508919798019e-7,31 8.311508919798019e-7,32 8.311508919798019e-7,33 8.311508919798019e-7,34 8.311508919798019e-7,35 8.311508919798019e-7,36 8.311508919798019e-7,37 0.0000016623017839596038,38 0.0000016623017839596038,39 8.311508919798019e-7,40 1}
{ 0 4.0302904376540327e-7,1 0.00000120908713129621,2 0.000001612116175061613,3 0.00000967269705036968,4 8.060580875308065e-7,5 0.00000120908713129621,6 0.00000120908713129621,7 0.00000120908713129621,8 0.000007254522787777259,9 0.00000483634852518484,10 0.00000241817426259242,11 4.0302904376540327e-7,12 8.060580875308065e-7,13 8.060580875308065e-7,14 4.0302904376540327e-7,15 4.0302904376540327e-7,16 0.0000028212033063578233,17 8.060580875308065e-7,18 4.0302904376540327e-7,19 8.060580875308065e-7,20 4.0302904376540327e-7,21 4.0302904376540327e-7,22 4.0302904376540327e-7,23 0.0000028212033063578233,24 0.000004433319481419436,25 4.0302904376540327e-7,26 4.0302904376540327e-7,27 0.000005239377568950242,28 4.0302904376540327e-7,29 0.000001612116175061613,30 4.0302904376540327e-7,31 4.0302904376540327e-7,32 4.0302904376540327e-7,33 8.060580875308065e-7,34 4.0302904376540327e-7,35 4.0302904376540327e-7,36 8.060580875308065e-7,37 8.060580875308065e-7,38 8.060580875308065e-7,39 4.0302904376540327e-7,40 0}
{ 0 6.251596046303409e-7,1 0.0000018754788138910232,2 0.0000025006384185213637,3 0.000014378670906497841,4 0.0000012503192092606818,5 0.0000018754788138910232,6 0.0000018754788138910232,7 0.0000018754788138910232,8 0.000011252872883346138,9 0.000007501915255564093,10 0.0000037509576277820463,11 6.251596046303409e-7,12 0.0000012503192092606818,13 0.0000012503192092606818,14 6.251596046303409e-7,15 6.251596046303409e-7,16 0.000003125798023151705,17 6.251596046303409e-7,18 6.251596046303409e-7,19 0.0000012503192092606818,20 6.251596046303409e-7,21 6.251596046303409e-7,22 6.251596046303409e-7,23 0.0000018754788138910232,24 0.000004376117232412387,25 6.251596046303409e-7,26 6.251596046303409e-7,27 0.0000018754788138910232,28 6.251596046303409e-7,29 0.0000012503192092606818,30 6.251596046303409e-7,31 6.251596046303409e-7,32 0.000003125798023151705,33 0.0000012503192092606818,34 6.251596046303409e-7,35 0.0000012503192092606818,36 6.251596046303409e-7,37 6.251596046303409e-7,38 0.0000025006384185213637,39 6.251596046303409e-7,40 1}
{ 0 5.012833802581821e-7,1 0.0000015038501407745463,2 0.0000020051335210327285,3 0.000011028234365680007,4 0.0000010025667605163643,5 0.0000015038501407745463,6 0.0000015038501407745463,7 0.0000015038501407745463,8 0.000009023100844647279,9 0.000006015400563098185,10 0.0000030077002815490926,11 5.012833802581821e-7,12 0.0000010025667605163643,13 0.0000010025667605163643,14 5.012833802581821e-7,15 5.012833802581821e-7,16 0.0000025064169012909106,17 5.012833802581821e-7,18 5.012833802581821e-7,19 0.0000010025667605163643,20 5.012833802581821e-7,21 5.012833802581821e-7,22 5.012833802581821e-7,23 0.0000045115504223236395,24 0.0000010025667605163643,25 5.012833802581821e-7,26 5.012833802581821e-7,27 0.0000025064169012909106,28 5.012833802581821e-7,29 0.0000015038501407745463,30 5.012833802581821e-7,31 0.0000010025667605163643,32 0.000003508983661807275,33 5.012833802581821e-7,34 0.0000015038501407745463,35 0.0000010025667605163643,36 5.012833802581821e-7,37 0.0000045115504223236395,38 0.000010526950985421825,39 5.012833802581821e-7,40 1}
{ 0 9.33033904545068e-7,1 0.000002799101713635204,2 0.000003732135618180272,3 0.000021459779804536566,4 0.000001866067809090136,5 0.000002799101713635204,6 0.000002799101713635204,7 0.000002799101713635204,8 0.000016794610281811227,9 0.000011196406854540817,10 0.000005598203427270408,11 9.33033904545068e-7,12 0.000001866067809090136,13 0.000001866067809090136,14 9.33033904545068e-7,15 9.33033904545068e-7,16 0.000002799101713635204,17 9.33033904545068e-7,18 9.33033904545068e-7,19 0.000001866067809090136,20 9.33033904545068e-7,21 9.33033904545068e-7,22 9.33033904545068e-7,23 0.000002799101713635204,24 9.33033904545068e-7,25 9.33033904545068e-7,26 9.33033904545068e-7,27 0.000002799101713635204,28 9.33033904545068e-7,29 0.000001866067809090136,30 9.33033904545068e-7,31 0.000008397305140905613,32 9.33033904545068e-7,33 9.33033904545068e-7,34 9.33033904545068e-7,35 9.33033904545068e-7,36 9.33033904545068e-7,37 0.000001866067809090136,38 0.000003732135618180272,39 9.33033904545068e-7,40 1}
{ 0 4.635264589887358e-7,1 0.0000013905793769662071,2 0.000001854105835954943,3 0.000010661108556740921,4 9.270529179774715e-7,5 0.0000013905793769662071,6 0.0000013905793769662071,7 0.0000013905793769662071,8 0.000008343476261797244,9 0.0000055623175078648284,10 0.0000027811587539324142,11 4.635264589887358e-7,12 9.270529179774715e-7,13 9.270529179774715e-7,14 4.635264589887358e-7,15 4.635264589887358e-7,16 0.0000023176322949436787,17 4.635264589887358e-7,18 4.635264589887358e-7,19 9.270529179774715e-7,20 9.270529179774715e-7,21 4.635264589887358e-7,22 9.270529179774715e-7,23 0.000004171738130898622,24 0.0000023176322949436787,25 4.635264589887358e-7,26 4.635264589887358e-7,27 0.0000013905793769662071,28 4.635264589887358e-7,29 0.0000013905793769662071,30 4.635264589887358e-7,31 4.635264589887358e-7,32 0.0000027811587539324142,33 4.635264589887358e-7,34 4.635264589887358e-7,35 4.635264589887358e-7,36 4.635264589887358e-7,37 4.635264589887358e-7,38 0.00000324468521292115,39 4.635264589887358e-7,40 1}
{ 0 5.537469886578898e-7,1 0.0000016612409659736694,2 0.0000022149879546315593,3 0.000014397421705105133,4 0.0000011074939773157797,5 0.0000016612409659736694,6 0.0000016612409659736694,7 0.0000016612409659736694,8 0.000009967445795842015,9 0.0000066449638638946775,10 0.0000033224819319473387,11 5.537469886578898e-7,12 0.0000011074939773157797,13 0.0000011074939773157797,14 5.537469886578898e-7,15 5.537469886578898e-7,16 0.0000033224819319473387,17 5.537469886578898e-7,18 5.537469886578898e-7,19 0.0000011074939773157797,20 0.0000011074939773157797,21 5.537469886578898e-7,22 5.537469886578898e-7,23 0.000003876228920605228,24 0.0000011074939773157797,25 5.537469886578898e-7,26 5.537469886578898e-7,27 0.0000016612409659736694,28 5.537469886578898e-7,29 0.0000022149879546315593,30 5.537469886578898e-7,31 5.537469886578898e-7,32 0.0000022149879546315593,33 5.537469886578898e-7,34 0.0000016612409659736694,35 0.0000011074939773157797,36 5.537469886578898e-7,37 0.000003876228920605228,38 0.000003876228920605228,39 5.537469886578898e-7,40 1}
{ 0 8.936370043531547e-7,1 0.0000026809110130594643,2 0.000003574548017412619,3 0.000021447288104475715,4 0.0000017872740087063094,5 0.0000026809110130594643,6 0.0000026809110130594643,7 0.0000026809110130594643,8 0.000016085466078356786,9 0.000011617281056591013,10 0.000005361822026118929,11 8.936370043531547e-7,12 0.0000017872740087063094,13 0.0000017872740087063094,14 8.936370043531547e-7,15 8.936370043531547e-7,16 0.000003574548017412619,17 0.000006255459030472083,18 8.936370043531547e-7,19 0.0000017872740087063094,20 8.936370043531547e-7,21 8.936370043531547e-7,22 8.936370043531547e-7,23 0.0000026809110130594643,24 0.0000026809110130594643,25 8.936370043531547e-7,26 8.936370043531547e-7,27 0.000008042733039178393,28 8.936370043531547e-7,29 0.0000017872740087063094,30 8.936370043531547e-7,31 8.936370043531547e-7,32 8.936370043531547e-7,33 8.936370043531547e-7,34 8.936370043531547e-7,35 8.936370043531547e-7,36 8.936370043531547e-7,37 8.936370043531547e-7,38 0.0000017872740087063094,39 8.936370043531547e-7,40 1}
{ 0 2.9059662800633397e-7,1 8.717898840190019e-7,2 0.0000011623865120253359,3 0.000007555512328164684,4 5.811932560126679e-7,5 8.717898840190019e-7,6 8.717898840190019e-7,7 8.717898840190019e-7,8 0.000005521335932120346,9 0.000003777756164082342,10 0.0000017435797680380038,11 2.9059662800633397e-7,12 5.811932560126679e-7,13 5.811932560126679e-7,14 2.9059662800633397e-7,15 2.9059662800633397e-7,16 0.000002615369652057006,17 2.9059662800633397e-7,18 2.9059662800633397e-7,19 5.811932560126679e-7,20 2.9059662800633397e-7,21 2.9059662800633397e-7,22 5.811932560126679e-7,23 0.000004068352792088676,24 0.000003777756164082342,25 2.9059662800633397e-7,26 2.9059662800633397e-7,27 0.0000017435797680380038,28 2.9059662800633397e-7,29 0.0000011623865120253359,30 2.9059662800633397e-7,31 2.9059662800633397e-7,32 2.9059662800633397e-7,33 2.9059662800633397e-7,34 2.9059662800633397e-7,35 2.9059662800633397e-7,36 2.9059662800633397e-7,37 5.811932560126679e-7,38 5.811932560126679e-7,39 2.9059662800633397e-7,40 0}
{ 0 0.0000011327957326722106,1 0.0000033983871980166314,2 0.000004531182930688842,3 0.000026054301851460844,4 0.000002265591465344421,5 0.0000033983871980166314,6 0.0000033983871980166314,7 0.0000033983871980166314,8 0.00002039032318809979,9 0.000014726344524738739,10 0.000006796774396033263,11 0.0000011327957326722106,12 0.000002265591465344421,13 0.000002265591465344421,14 0.0000011327957326722106,15 0.0000011327957326722106,16 0.0000033983871980166314,17 0.0000011327957326722106,18 0.0000011327957326722106,19 0.000002265591465344421,20 0.0000011327957326722106,21 0.0000011327957326722106,22 0.0000011327957326722106,23 0.000002265591465344421,24 0.000002265591465344421,25 0.0000011327957326722106,26 0.0000011327957326722106,27 0.0000033983871980166314,28 0.0000011327957326722106,29 0.000002265591465344421,30 0.0000011327957326722106,31 0.0000011327957326722106,32 0.0000011327957326722106,33 0.000004531182930688842,34 0.000006796774396033263,35 0.000002265591465344421,36 0.0000011327957326722106,37 0.000004531182930688842,38 0.000004531182930688842,39 0.0000011327957326722106,40 0}
{ 0 2.612832072348429e-7,1 7.838496217045287e-7,2 0.0000010451328289393716,3 0.000007054646595340759,4 5.225664144696858e-7,5 7.838496217045287e-7,6 7.838496217045287e-7,7 7.838496217045287e-7,8 0.000005486947351931701,9 0.0000033966816940529577,10 0.0000015676992434090574,11 2.612832072348429e-7,12 5.225664144696858e-7,13 5.225664144696858e-7,14 2.612832072348429e-7,15 2.612832072348429e-7,16 0.0000013064160361742144,17 2.612832072348429e-7,18 2.612832072348429e-7,19 7.838496217045287e-7,20 7.838496217045287e-7,21 2.612832072348429e-7,22 2.612832072348429e-7,23 0.000004441814522992329,24 0.0000047030977302271725,25 2.612832072348429e-7,26 2.612832072348429e-7,27 0.0000015676992434090574,28 2.612832072348429e-7,29 0.0000010451328289393716,30 2.612832072348429e-7,31 2.612832072348429e-7,32 0.0000018289824506439003,33 5.225664144696858e-7,34 5.225664144696858e-7,35 5.225664144696858e-7,36 2.612832072348429e-7,37 0.0000010451328289393716,38 0.0000015676992434090574,39 2.612832072348429e-7,40 1}
{ 0 4.86663786442464e-7,1 0.0000014599913593273919,2 0.000001946655145769856,3 0.000010706603301734208,4 9.73327572884928e-7,5 0.0000014599913593273919,6 0.0000014599913593273919,7 0.0000014599913593273919,8 0.000008759948155964351,9 0.000006326629223752032,10 0.0000029199827186547838,11 4.86663786442464e-7,12 9.73327572884928e-7,13 9.73327572884928e-7,14 4.86663786442464e-7,15 4.86663786442464e-7,16 0.00000243331893221232,17 0.000001946655145769856,18 4.86663786442464e-7,19 9.73327572884928e-7,20 4.86663786442464e-7,21 4.86663786442464e-7,22 4.86663786442464e-7,23 0.0000034066465050972476,24 0.000004379974077982176,25 4.86663786442464e-7,26 4.86663786442464e-7,27 0.000001946655145769856,28 4.86663786442464e-7,29 0.0000014599913593273919,30 4.86663786442464e-7,31 9.73327572884928e-7,32 4.86663786442464e-7,33 4.86663786442464e-7,34 4.86663786442464e-7,35 4.86663786442464e-7,36 4.86663786442464e-7,37 4.86663786442464e-7,38 9.73327572884928e-7,39 9.73327572884928e-7,40 1}
{ 0 4.995518314490002e-7,1 0.0000014986554943470005,2 0.000001998207325796001,3 0.000011989243954776004,4 9.991036628980004e-7,5 0.0000014986554943470005,6 0.0000014986554943470005,7 0.0000014986554943470005,8 0.000009491484797531002,9 0.000006494173808837003,10 0.000003496862820143001,11 4.995518314490002e-7,12 9.991036628980004e-7,13 9.991036628980004e-7,14 4.995518314490002e-7,15 4.995518314490002e-7,16 0.000002497759157245001,17 4.995518314490002e-7,18 9.991036628980004e-7,19 9.991036628980004e-7,20 4.995518314490002e-7,21 4.995518314490002e-7,22 4.995518314490002e-7,23 0.000005994621977388002,24 0.000003996414651592002,25 4.995518314490002e-7,26 4.995518314490002e-7,27 0.0000014986554943470005,28 4.995518314490002e-7,29 0.0000014986554943470005,30 4.995518314490002e-7,31 9.991036628980004e-7,32 0.000004495966483041002,33 9.991036628980004e-7,34 4.995518314490002e-7,35 4.995518314490002e-7,36 4.995518314490002e-7,37 0.000002997310988694001,38 0.000005495070145939002,39 4.995518314490002e-7,40 1}
